sample_id,T_REC_dt,HARPNUM,year,official_label_48h_final,has_sharp_row,HARPNUM_int,sharp_history_count_6h,has_min_sharp_history_6h,expected_steps_6h,sharp_history_count_12h,has_min_sharp_history_12h,expected_steps_12h,sharp_history_count_24h,has_min_sharp_history_24h,expected_steps_24h,sharp_history_count_48h,has_min_sharp_history_48h,expected_steps_48h
20100815_0748_HARP131_NOAA11098,2010-08-15 07:48:00,131,2010,0,True,131,4,True,4,8,True,8,16,True,16,30,False,31
20100815_0824_HARP128_NOAA11097,2010-08-15 08:24:00,128,2010,0,True,128,4,True,4,8,True,8,16,True,16,20,False,31
20100815_0924_HARP131_NOAA11098,2010-08-15 09:24:00,131,2010,0,True,131,4,True,4,8,True,8,16,True,16,30,False,31
20100815_1000_HARP128_NOAA11097,2010-08-15 10:00:00,128,2010,0,True,128,4,True,4,8,True,8,16,True,16,21,False,31
20100815_1100_HARP131_NOAA11098,2010-08-15 11:00:00,131,2010,0,True,131,4,True,4,8,True,8,16,True,16,30,False,31
20100815_1136_HARP128_NOAA11097,2010-08-15 11:36:00,128,2010,0,True,128,4,True,4,8,True,8,16,True,16,22,False,31
20100815_1236_HARP131_NOAA11098,2010-08-15 12:36:00,131,2010,0,True,131,4,True,4,8,True,8,16,True,16,30,False,31
20100815_1312_HARP128_NOAA11097,2010-08-15 13:12:00,128,2010,0,True,128,4,True,4,8,True,8,16,True,16,23,False,31
20100815_1412_HARP131_NOAA11098,2010-08-15 14:12:00,131,2010,0,True,131,4,True,4,8,True,8,16,True,16,30,False,31
20100815_1448_HARP128_NOAA11097,2010-08-15 14:48:00,128,2010,0,True,128,4,True,4,8,True,8,16,True,16,24,False,31
20100815_1548_HARP131_NOAA11098,2010-08-15 15:48:00,131,2010,0,True,131,4,True,4,8,True,8,16,True,16,30,False,31
20100815_1624_HARP128_NOAA11097,2010-08-15 16:24:00,128,2010,0,True,128,4,True,4,8,True,8,16,True,16,25,False,31
20100815_1724_HARP131_NOAA11098,2010-08-15 17:24:00,131,2010,0,True,131,4,True,4,8,True,8,16,True,16,30,False,31
20100815_1800_HARP128_NOAA11097,2010-08-15 18:00:00,128,2010,0,True,128,4,True,4,8,True,8,16,True,16,26,False,31
20100815_1900_HARP131_NOAA11098,2010-08-15 19:00:00,131,2010,0,True,131,4,True,4,8,True,8,16,True,16,30,False,31
20100815_1936_HARP128_NOAA11097,2010-08-15 19:36:00,128,2010,0,True,128,4,True,4,8,True,8,16,True,16,27,False,31
20100815_2036_HARP131_NOAA11098,2010-08-15 20:36:00,131,2010,0,True,131,4,True,4,8,True,8,16,True,16,31,True,31
20100815_2112_HARP128_NOAA11097,2010-08-15 21:12:00,128,2010,0,True,128,4,True,4,8,True,8,16,True,16,28,False,31
20100815_2212_HARP131_NOAA11098,2010-08-15 22:12:00,131,2010,0,True,131,4,True,4,8,True,8,16,True,16,31,True,31
20100815_2248_HARP128_NOAA11097,2010-08-15 22:48:00,128,2010,0,True,128,4,True,4,8,True,8,16,True,16,29,False,31
20100815_2348_HARP131_NOAA11098,2010-08-15 23:48:00,131,2010,0,True,131,4,True,4,8,True,8,16,True,16,31,True,31
20100816_0024_HARP128_NOAA11097,2010-08-16 00:24:00,128,2010,0,True,128,4,True,4,8,True,8,16,True,16,30,False,31
20100816_0124_HARP131_NOAA11098,2010-08-16 01:24:00,131,2010,0,True,131,4,True,4,8,True,8,16,True,16,31,True,31
20100816_0200_HARP128_NOAA11097,2010-08-16 02:00:00,128,2010,0,True,128,4,True,4,8,True,8,16,True,16,31,True,31
20100816_0300_HARP131_NOAA11098,2010-08-16 03:00:00,131,2010,0,True,131,4,True,4,8,True,8,16,True,16,31,True,31
20100816_0336_HARP128_NOAA11097,2010-08-16 03:36:00,128,2010,0,True,128,4,True,4,8,True,8,16,True,16,31,True,31
20100816_0512_HARP128_NOAA11097,2010-08-16 05:12:00,128,2010,0,True,128,4,True,4,8,True,8,16,True,16,31,True,31
20100816_0648_HARP128_NOAA11097,2010-08-16 06:48:00,128,2010,0,True,128,4,True,4,8,True,8,16,True,16,31,True,31
20100816_0824_HARP128_NOAA11097,2010-08-16 08:24:00,128,2010,0,True,128,4,True,4,8,True,8,16,True,16,31,True,31
20100816_1000_HARP128_NOAA11097,2010-08-16 10:00:00,128,2010,0,True,128,4,True,4,8,True,8,16,True,16,31,True,31
20100816_1136_HARP128_NOAA11097,2010-08-16 11:36:00,128,2010,0,True,128,4,True,4,8,True,8,16,True,16,31,True,31
20100816_1312_HARP128_NOAA11097,2010-08-16 13:12:00,128,2010,0,True,128,4,True,4,8,True,8,16,True,16,31,True,31
20100816_1448_HARP128_NOAA11097,2010-08-16 14:48:00,128,2010,0,True,128,4,True,4,8,True,8,16,True,16,31,True,31
20100816_1624_HARP128_NOAA11097,2010-08-16 16:24:00,128,2010,0,True,128,4,True,4,8,True,8,16,True,16,31,True,31
20100816_1800_HARP128_NOAA11097,2010-08-16 18:00:00,128,2010,0,True,128,4,True,4,8,True,8,16,True,16,31,True,31
20100816_1936_HARP128_NOAA11097,2010-08-16 19:36:00,128,2010,0,True,128,4,True,4,8,True,8,16,True,16,31,True,31
20100816_2112_HARP128_NOAA11097,2010-08-16 21:12:00,128,2010,0,True,128,4,True,4,8,True,8,16,True,16,31,True,31
20100816_2248_HARP128_NOAA11097,2010-08-16 22:48:00,128,2010,0,True,128,4,True,4,8,True,8,16,True,16,31,True,31
20100817_0024_HARP128_NOAA11097,2010-08-17 00:24:00,128,2010,0,True,128,4,True,4,8,True,8,16,True,16,31,True,31
20100817_0200_HARP128_NOAA11097,2010-08-17 02:00:00,128,2010,0,True,128,4,True,4,8,True,8,16,True,16,31,True,31
20100817_0336_HARP128_NOAA11097,2010-08-17 03:36:00,128,2010,0,True,128,4,True,4,8,True,8,16,True,16,31,True,31
20100817_0512_HARP128_NOAA11097,2010-08-17 05:12:00,128,2010,0,True,128,4,True,4,8,True,8,16,True,16,31,True,31
20100817_0648_HARP128_NOAA11097,2010-08-17 06:48:00,128,2010,0,True,128,4,True,4,8,True,8,16,True,16,31,True,31
20100817_0824_HARP128_NOAA11097,2010-08-17 08:24:00,128,2010,0,True,128,4,True,4,8,True,8,16,True,16,31,True,31
20100817_1000_HARP128_NOAA11097,2010-08-17 10:00:00,128,2010,0,True,128,4,True,4,8,True,8,16,True,16,31,True,31
20100817_1136_HARP128_NOAA11097,2010-08-17 11:36:00,128,2010,0,True,128,4,True,4,8,True,8,16,True,16,31,True,31
20100817_1312_HARP128_NOAA11097,2010-08-17 13:12:00,128,2010,0,True,128,4,True,4,8,True,8,16,True,16,31,True,31
20100817_1448_HARP128_NOAA11097,2010-08-17 14:48:00,128,2010,0,True,128,4,True,4,8,True,8,16,True,16,31,True,31
20100817_1624_HARP128_NOAA11097,2010-08-17 16:24:00,128,2010,0,True,128,4,True,4,8,True,8,16,True,16,31,True,31
20100817_1800_HARP128_NOAA11097,2010-08-17 18:00:00,128,2010,0,True,128,4,True,4,8,True,8,16,True,16,31,True,31
20100817_1936_HARP128_NOAA11097,2010-08-17 19:36:00,128,2010,0,True,128,4,True,4,8,True,8,16,True,16,31,True,31
20100817_2112_HARP128_NOAA11097,2010-08-17 21:12:00,128,2010,0,True,128,4,True,4,8,True,8,16,True,16,31,True,31
20100817_2248_HARP128_NOAA11097,2010-08-17 22:48:00,128,2010,0,True,128,4,True,4,8,True,8,16,True,16,31,True,31
20100818_0024_HARP128_NOAA11097,2010-08-18 00:24:00,128,2010,0,True,128,4,True,4,8,True,8,16,True,16,31,True,31
20100818_0200_HARP128_NOAA11097,2010-08-18 02:00:00,128,2010,0,True,128,4,True,4,8,True,8,16,True,16,31,True,31
20100818_0336_HARP128_NOAA11097,2010-08-18 03:36:00,128,2010,0,True,128,4,True,4,8,True,8,16,True,16,31,True,31
20100818_0512_HARP128_NOAA11097,2010-08-18 05:12:00,128,2010,0,True,128,4,True,4,8,True,8,16,True,16,31,True,31
20100818_0648_HARP128_NOAA11097,2010-08-18 06:48:00,128,2010,0,True,128,4,True,4,8,True,8,16,True,16,31,True,31
20100818_0824_HARP128_NOAA11097,2010-08-18 08:24:00,128,2010,0,True,128,4,True,4,8,True,8,16,True,16,31,True,31
20100818_1000_HARP128_NOAA11097,2010-08-18 10:00:00,128,2010,0,True,128,4,True,4,8,True,8,16,True,16,31,True,31
20100818_1136_HARP128_NOAA11097,2010-08-18 11:36:00,128,2010,0,True,128,4,True,4,8,True,8,16,True,16,31,True,31
20100818_1312_HARP128_NOAA11097,2010-08-18 13:12:00,128,2010,0,True,128,4,True,4,8,True,8,16,True,16,31,True,31
20100818_1448_HARP128_NOAA11097,2010-08-18 14:48:00,128,2010,0,True,128,4,True,4,8,True,8,16,True,16,31,True,31
20100818_1624_HARP128_NOAA11097,2010-08-18 16:24:00,128,2010,0,True,128,4,True,4,8,True,8,16,True,16,31,True,31
20100818_1800_HARP128_NOAA11097,2010-08-18 18:00:00,128,2010,0,True,128,4,True,4,8,True,8,16,True,16,31,True,31
20100818_1936_HARP128_NOAA11097,2010-08-18 19:36:00,128,2010,0,True,128,4,True,4,8,True,8,16,True,16,31,True,31
20100819_1312_HARP135_NOAA11100,2010-08-19 13:12:00,135,2010,0,True,135,1,False,4,1,False,8,1,False,16,1,False,31
20100819_1448_HARP135_NOAA11100,2010-08-19 14:48:00,135,2010,0,True,135,2,False,4,2,False,8,2,False,16,2,False,31
20100819_1624_HARP135_NOAA11100,2010-08-19 16:24:00,135,2010,0,True,135,3,False,4,3,False,8,3,False,16,3,False,31
20100819_1800_HARP135_NOAA11100,2010-08-19 18:00:00,135,2010,0,True,135,4,True,4,4,False,8,4,False,16,4,False,31
20100819_1936_HARP135_NOAA11100,2010-08-19 19:36:00,135,2010,0,True,135,4,True,4,5,False,8,5,False,16,5,False,31
20100819_2112_HARP135_NOAA11100,2010-08-19 21:12:00,135,2010,0,True,135,4,True,4,6,False,8,6,False,16,6,False,31
20100819_2248_HARP135_NOAA11100,2010-08-19 22:48:00,135,2010,0,True,135,4,True,4,7,False,8,7,False,16,7,False,31
20100820_0024_HARP135_NOAA11100,2010-08-20 00:24:00,135,2010,0,True,135,4,True,4,8,True,8,8,False,16,8,False,31
20100820_0200_HARP135_NOAA11100,2010-08-20 02:00:00,135,2010,0,True,135,4,True,4,8,True,8,9,False,16,9,False,31
20100820_0336_HARP135_NOAA11100,2010-08-20 03:36:00,135,2010,0,True,135,4,True,4,8,True,8,10,False,16,10,False,31
20100820_0512_HARP135_NOAA11100,2010-08-20 05:12:00,135,2010,0,True,135,4,True,4,8,True,8,11,False,16,11,False,31
20100820_0648_HARP135_NOAA11100,2010-08-20 06:48:00,135,2010,0,True,135,4,True,4,8,True,8,12,False,16,12,False,31
20100820_0824_HARP135_NOAA11100,2010-08-20 08:24:00,135,2010,0,True,135,4,True,4,8,True,8,13,False,16,13,False,31
20100820_1000_HARP135_NOAA11100,2010-08-20 10:00:00,135,2010,0,True,135,4,True,4,8,True,8,14,False,16,14,False,31
20100820_1136_HARP135_NOAA11100,2010-08-20 11:36:00,135,2010,0,True,135,4,True,4,8,True,8,15,False,16,15,False,31
20100820_1312_HARP135_NOAA11100,2010-08-20 13:12:00,135,2010,0,True,135,4,True,4,8,True,8,16,True,16,16,False,31
20100820_1448_HARP135_NOAA11100,2010-08-20 14:48:00,135,2010,0,True,135,4,True,4,8,True,8,16,True,16,17,False,31
20100820_1624_HARP135_NOAA11100,2010-08-20 16:24:00,135,2010,0,True,135,4,True,4,8,True,8,16,True,16,18,False,31
20100820_1800_HARP135_NOAA11100,2010-08-20 18:00:00,135,2010,0,True,135,4,True,4,8,True,8,16,True,16,19,False,31
20100820_1936_HARP135_NOAA11100,2010-08-20 19:36:00,135,2010,0,True,135,4,True,4,8,True,8,16,True,16,20,False,31
20100820_2112_HARP135_NOAA11100,2010-08-20 21:12:00,135,2010,0,True,135,4,True,4,8,True,8,16,True,16,21,False,31
20100820_2248_HARP135_NOAA11100,2010-08-20 22:48:00,135,2010,0,True,135,4,True,4,8,True,8,16,True,16,22,False,31
20100821_0024_HARP135_NOAA11100,2010-08-21 00:24:00,135,2010,0,True,135,4,True,4,8,True,8,16,True,16,23,False,31
20100821_0200_HARP135_NOAA11100,2010-08-21 02:00:00,135,2010,0,True,135,4,True,4,8,True,8,16,True,16,24,False,31
20100821_0336_HARP135_NOAA11100,2010-08-21 03:36:00,135,2010,0,True,135,4,True,4,8,True,8,16,True,16,25,False,31
20100821_0512_HARP135_NOAA11100,2010-08-21 05:12:00,135,2010,0,True,135,4,True,4,8,True,8,16,True,16,26,False,31
20100821_0648_HARP135_NOAA11100,2010-08-21 06:48:00,135,2010,0,True,135,4,True,4,8,True,8,16,True,16,27,False,31
20100821_0824_HARP135_NOAA11100,2010-08-21 08:24:00,135,2010,0,True,135,4,True,4,8,True,8,16,True,16,28,False,31
20100821_1000_HARP135_NOAA11100,2010-08-21 10:00:00,135,2010,0,True,135,4,True,4,8,True,8,16,True,16,29,False,31
20100821_1136_HARP135_NOAA11100,2010-08-21 11:36:00,135,2010,0,True,135,4,True,4,8,True,8,16,True,16,30,False,31
20100821_1312_HARP135_NOAA11100,2010-08-21 13:12:00,135,2010,0,True,135,4,True,4,8,True,8,16,True,16,31,True,31
20100821_1448_HARP135_NOAA11100,2010-08-21 14:48:00,135,2010,0,True,135,4,True,4,8,True,8,16,True,16,31,True,31
20100821_1624_HARP135_NOAA11100,2010-08-21 16:24:00,135,2010,0,True,135,4,True,4,8,True,8,16,True,16,31,True,31
20100821_1800_HARP135_NOAA11100,2010-08-21 18:00:00,135,2010,0,True,135,4,True,4,8,True,8,16,True,16,31,True,31
20100821_1936_HARP135_NOAA11100,2010-08-21 19:36:00,135,2010,0,True,135,4,True,4,8,True,8,16,True,16,31,True,31
20100821_2112_HARP135_NOAA11100,2010-08-21 21:12:00,135,2010,0,True,135,4,True,4,8,True,8,16,True,16,31,True,31
20100821_2248_HARP135_NOAA11100,2010-08-21 22:48:00,135,2010,0,True,135,4,True,4,8,True,8,16,True,16,31,True,31
20100822_0024_HARP135_NOAA11100,2010-08-22 00:24:00,135,2010,0,True,135,4,True,4,8,True,8,16,True,16,31,True,31
20100822_0200_HARP135_NOAA11100,2010-08-22 02:00:00,135,2010,0,True,135,4,True,4,8,True,8,16,True,16,31,True,31
20100822_0336_HARP135_NOAA11100,2010-08-22 03:36:00,135,2010,0,True,135,4,True,4,8,True,8,16,True,16,31,True,31
20100822_0512_HARP135_NOAA11100,2010-08-22 05:12:00,135,2010,0,True,135,4,True,4,8,True,8,16,True,16,31,True,31
20100822_0648_HARP135_NOAA11100,2010-08-22 06:48:00,135,2010,0,True,135,4,True,4,8,True,8,16,True,16,31,True,31
20100822_0824_HARP135_NOAA11100,2010-08-22 08:24:00,135,2010,0,True,135,4,True,4,8,True,8,16,True,16,31,True,31
20100822_1000_HARP135_NOAA11100,2010-08-22 10:00:00,135,2010,0,True,135,4,True,4,8,True,8,16,True,16,31,True,31
20100822_1136_HARP135_NOAA11100,2010-08-22 11:36:00,135,2010,0,True,135,4,True,4,8,True,8,16,True,16,31,True,31
20100822_1312_HARP135_NOAA11100,2010-08-22 13:12:00,135,2010,0,True,135,4,True,4,8,True,8,16,True,16,31,True,31
20100822_1448_HARP135_NOAA11100,2010-08-22 14:48:00,135,2010,0,True,135,4,True,4,8,True,8,16,True,16,31,True,31
20100822_1624_HARP135_NOAA11100,2010-08-22 16:24:00,135,2010,0,True,135,4,True,4,8,True,8,16,True,16,31,True,31
20100822_1800_HARP135_NOAA11100,2010-08-22 18:00:00,135,2010,0,True,135,4,True,4,8,True,8,16,True,16,31,True,31
20100822_2012_HARP135_NOAA11100,2010-08-22 20:12:00,135,2010,0,True,135,4,True,4,8,True,8,15,False,16,30,False,31
20100822_2200_HARP135_NOAA11100,2010-08-22 22:00:00,135,2010,0,True,135,4,True,4,8,True,8,15,False,16,30,False,31
20100822_2336_HARP135_NOAA11100,2010-08-22 23:36:00,135,2010,0,True,135,4,True,4,8,True,8,15,False,16,30,False,31
20100823_0112_HARP135_NOAA11100,2010-08-23 01:12:00,135,2010,0,True,135,4,True,4,8,True,8,15,False,16,30,False,31
20100823_0248_HARP135_NOAA11100,2010-08-23 02:48:00,135,2010,0,True,135,4,True,4,8,True,8,15,False,16,30,False,31
20100823_0424_HARP135_NOAA11100,2010-08-23 04:24:00,135,2010,0,True,135,4,True,4,8,True,8,15,False,16,30,False,31
20100823_0648_HARP135_NOAA11100,2010-08-23 06:48:00,135,2010,0,True,135,4,True,4,7,False,8,15,False,16,30,False,31
20100823_0824_HARP135_NOAA11100,2010-08-23 08:24:00,135,2010,0,True,135,4,True,4,7,False,8,15,False,16,30,False,31
20100823_1000_HARP135_NOAA11100,2010-08-23 10:00:00,135,2010,0,True,135,4,True,4,8,True,8,15,False,16,30,False,31
20100823_1136_HARP135_NOAA11100,2010-08-23 11:36:00,135,2010,0,True,135,4,True,4,8,True,8,15,False,16,30,False,31
20100823_1312_HARP135_NOAA11100,2010-08-23 13:12:00,135,2010,0,True,135,4,True,4,8,True,8,15,False,16,30,False,31
20100823_1448_HARP135_NOAA11100,2010-08-23 14:48:00,135,2010,0,True,135,4,True,4,8,True,8,15,False,16,30,False,31
20100823_1624_HARP135_NOAA11100,2010-08-23 16:24:00,135,2010,0,True,135,4,True,4,8,True,8,15,False,16,30,False,31
20100823_1800_HARP135_NOAA11100,2010-08-23 18:00:00,135,2010,0,True,135,4,True,4,8,True,8,15,False,16,30,False,31
20100823_1936_HARP135_NOAA11100,2010-08-23 19:36:00,135,2010,0,True,135,4,True,4,8,True,8,15,False,16,30,False,31
20100823_2112_HARP135_NOAA11100,2010-08-23 21:12:00,135,2010,0,True,135,4,True,4,8,True,8,15,False,16,30,False,31
20100823_2248_HARP135_NOAA11100,2010-08-23 22:48:00,135,2010,0,True,135,4,True,4,8,True,8,15,False,16,30,False,31
20100826_1936_HARP146_NOAA11102,2010-08-26 19:36:00,146,2010,0,True,146,1,False,4,1,False,8,1,False,16,1,False,31
20100826_2112_HARP146_NOAA11102,2010-08-26 21:12:00,146,2010,0,True,146,2,False,4,2,False,8,2,False,16,2,False,31
20100826_2248_HARP146_NOAA11102,2010-08-26 22:48:00,146,2010,0,True,146,3,False,4,3,False,8,3,False,16,3,False,31
20100827_0024_HARP146_NOAA11102,2010-08-27 00:24:00,146,2010,0,True,146,4,True,4,4,False,8,4,False,16,4,False,31
20100827_0200_HARP146_NOAA11102,2010-08-27 02:00:00,146,2010,0,True,146,4,True,4,5,False,8,5,False,16,5,False,31
20100827_0336_HARP146_NOAA11102,2010-08-27 03:36:00,146,2010,0,True,146,4,True,4,6,False,8,6,False,16,6,False,31
20100827_0512_HARP146_NOAA11102,2010-08-27 05:12:00,146,2010,0,True,146,4,True,4,7,False,8,7,False,16,7,False,31
20100827_0648_HARP146_NOAA11102,2010-08-27 06:48:00,146,2010,0,True,146,4,True,4,8,True,8,8,False,16,8,False,31
20100827_0824_HARP146_NOAA11102,2010-08-27 08:24:00,146,2010,0,True,146,4,True,4,8,True,8,9,False,16,9,False,31
20100827_1000_HARP146_NOAA11102,2010-08-27 10:00:00,146,2010,0,True,146,4,True,4,8,True,8,10,False,16,10,False,31
20100827_1136_HARP146_NOAA11102,2010-08-27 11:36:00,146,2010,0,True,146,4,True,4,8,True,8,11,False,16,11,False,31
20100827_1312_HARP146_NOAA11102,2010-08-27 13:12:00,146,2010,0,True,146,4,True,4,8,True,8,12,False,16,12,False,31
20100827_1448_HARP146_NOAA11102,2010-08-27 14:48:00,146,2010,0,True,146,4,True,4,8,True,8,13,False,16,13,False,31
20100827_1624_HARP146_NOAA11102,2010-08-27 16:24:00,146,2010,0,True,146,4,True,4,8,True,8,14,False,16,14,False,31
20100827_1800_HARP146_NOAA11102,2010-08-27 18:00:00,146,2010,0,True,146,4,True,4,8,True,8,15,False,16,15,False,31
20100827_1936_HARP146_NOAA11102,2010-08-27 19:36:00,146,2010,0,True,146,4,True,4,8,True,8,16,True,16,16,False,31
20100827_2112_HARP146_NOAA11102,2010-08-27 21:12:00,146,2010,0,True,146,4,True,4,8,True,8,16,True,16,17,False,31
20100827_2248_HARP146_NOAA11102,2010-08-27 22:48:00,146,2010,0,True,146,4,True,4,8,True,8,16,True,16,18,False,31
20100828_0024_HARP146_NOAA11102,2010-08-28 00:24:00,146,2010,0,True,146,4,True,4,8,True,8,16,True,16,19,False,31
20100828_0200_HARP146_NOAA11102,2010-08-28 02:00:00,146,2010,0,True,146,4,True,4,8,True,8,16,True,16,20,False,31
20100828_0336_HARP146_NOAA11102,2010-08-28 03:36:00,146,2010,0,True,146,4,True,4,8,True,8,16,True,16,21,False,31
20100828_0512_HARP146_NOAA11102,2010-08-28 05:12:00,146,2010,0,True,146,4,True,4,8,True,8,16,True,16,22,False,31
20100828_0648_HARP146_NOAA11102,2010-08-28 06:48:00,146,2010,0,True,146,4,True,4,8,True,8,16,True,16,23,False,31
20100828_0824_HARP146_NOAA11102,2010-08-28 08:24:00,146,2010,0,True,146,4,True,4,8,True,8,16,True,16,24,False,31
20100828_0900_HARP145_NOAA11101,2010-08-28 09:00:00,145,2010,0,True,145,1,False,4,1,False,8,1,False,16,1,False,31
20100828_1000_HARP146_NOAA11102,2010-08-28 10:00:00,146,2010,0,True,146,4,True,4,8,True,8,16,True,16,25,False,31
20100828_1036_HARP145_NOAA11101,2010-08-28 10:36:00,145,2010,0,True,145,2,False,4,2,False,8,2,False,16,2,False,31
20100828_1136_HARP146_NOAA11102,2010-08-28 11:36:00,146,2010,0,True,146,4,True,4,8,True,8,16,True,16,26,False,31
20100828_1212_HARP145_NOAA11101,2010-08-28 12:12:00,145,2010,0,True,145,3,False,4,3,False,8,3,False,16,3,False,31
20100828_1312_HARP146_NOAA11102,2010-08-28 13:12:00,146,2010,0,True,146,4,True,4,8,True,8,16,True,16,27,False,31
20100828_1348_HARP145_NOAA11101,2010-08-28 13:48:00,145,2010,0,True,145,4,True,4,4,False,8,4,False,16,4,False,31
20100828_1448_HARP146_NOAA11102,2010-08-28 14:48:00,146,2010,0,True,146,4,True,4,8,True,8,16,True,16,28,False,31
20100828_1524_HARP145_NOAA11101,2010-08-28 15:24:00,145,2010,0,True,145,4,True,4,5,False,8,5,False,16,5,False,31
20100828_1624_HARP146_NOAA11102,2010-08-28 16:24:00,146,2010,0,True,146,4,True,4,8,True,8,16,True,16,29,False,31
20100828_1700_HARP145_NOAA11101,2010-08-28 17:00:00,145,2010,0,True,145,4,True,4,6,False,8,6,False,16,6,False,31
20100828_1800_HARP146_NOAA11102,2010-08-28 18:00:00,146,2010,0,True,146,4,True,4,8,True,8,16,True,16,30,False,31
20100828_1836_HARP145_NOAA11101,2010-08-28 18:36:00,145,2010,0,True,145,4,True,4,7,False,8,7,False,16,7,False,31
20100828_1936_HARP146_NOAA11102,2010-08-28 19:36:00,146,2010,0,True,146,4,True,4,8,True,8,16,True,16,31,True,31
20100828_2012_HARP145_NOAA11101,2010-08-28 20:12:00,145,2010,0,True,145,4,True,4,8,True,8,8,False,16,8,False,31
20100828_2112_HARP146_NOAA11102,2010-08-28 21:12:00,146,2010,0,True,146,4,True,4,8,True,8,16,True,16,31,True,31
20100828_2148_HARP145_NOAA11101,2010-08-28 21:48:00,145,2010,0,True,145,4,True,4,8,True,8,9,False,16,9,False,31
20100828_2248_HARP146_NOAA11102,2010-08-28 22:48:00,146,2010,0,True,146,4,True,4,8,True,8,16,True,16,31,True,31
20100828_2324_HARP145_NOAA11101,2010-08-28 23:24:00,145,2010,0,True,145,4,True,4,8,True,8,10,False,16,10,False,31
20100829_0024_HARP146_NOAA11102,2010-08-29 00:24:00,146,2010,0,True,146,4,True,4,8,True,8,16,True,16,31,True,31
20100829_0100_HARP145_NOAA11101,2010-08-29 01:00:00,145,2010,0,True,145,4,True,4,8,True,8,11,False,16,11,False,31
20100829_0200_HARP146_NOAA11102,2010-08-29 02:00:00,146,2010,0,True,146,4,True,4,8,True,8,16,True,16,31,True,31
20100829_0236_HARP145_NOAA11101,2010-08-29 02:36:00,145,2010,0,True,145,4,True,4,8,True,8,12,False,16,12,False,31
20100829_0336_HARP146_NOAA11102,2010-08-29 03:36:00,146,2010,0,True,146,4,True,4,8,True,8,16,True,16,31,True,31
20100829_0412_HARP145_NOAA11101,2010-08-29 04:12:00,145,2010,0,True,145,4,True,4,8,True,8,13,False,16,13,False,31
20100829_0436_HARP147_NOAA11104,2010-08-29 04:36:00,147,2010,0,True,147,1,False,4,1,False,8,1,False,16,1,False,31
20100829_0512_HARP146_NOAA11102,2010-08-29 05:12:00,146,2010,0,True,146,4,True,4,8,True,8,16,True,16,31,True,31
20100829_0548_HARP145_NOAA11101,2010-08-29 05:48:00,145,2010,0,True,145,4,True,4,8,True,8,14,False,16,14,False,31
20100829_0612_HARP147_NOAA11104,2010-08-29 06:12:00,147,2010,0,True,147,2,False,4,2,False,8,2,False,16,2,False,31
20100829_0648_HARP146_NOAA11102,2010-08-29 06:48:00,146,2010,0,True,146,4,True,4,8,True,8,16,True,16,31,True,31
20100829_0724_HARP145_NOAA11101,2010-08-29 07:24:00,145,2010,0,True,145,4,True,4,8,True,8,15,False,16,15,False,31
20100829_0748_HARP147_NOAA11104,2010-08-29 07:48:00,147,2010,0,True,147,3,False,4,3,False,8,3,False,16,3,False,31
20100829_0824_HARP146_NOAA11102,2010-08-29 08:24:00,146,2010,0,True,146,4,True,4,8,True,8,16,True,16,31,True,31
20100829_0900_HARP145_NOAA11101,2010-08-29 09:00:00,145,2010,0,True,145,4,True,4,8,True,8,16,True,16,16,False,31
20100829_0924_HARP147_NOAA11104,2010-08-29 09:24:00,147,2010,0,True,147,4,True,4,4,False,8,4,False,16,4,False,31
20100829_1000_HARP146_NOAA11102,2010-08-29 10:00:00,146,2010,0,True,146,4,True,4,8,True,8,16,True,16,31,True,31
20100829_1036_HARP145_NOAA11101,2010-08-29 10:36:00,145,2010,0,True,145,4,True,4,8,True,8,16,True,16,17,False,31
20100829_1100_HARP147_NOAA11104,2010-08-29 11:00:00,147,2010,0,True,147,4,True,4,5,False,8,5,False,16,5,False,31
20100829_1136_HARP146_NOAA11102,2010-08-29 11:36:00,146,2010,0,True,146,4,True,4,8,True,8,16,True,16,31,True,31
20100829_1212_HARP145_NOAA11101,2010-08-29 12:12:00,145,2010,0,True,145,4,True,4,8,True,8,16,True,16,18,False,31
20100829_1236_HARP147_NOAA11104,2010-08-29 12:36:00,147,2010,0,True,147,4,True,4,6,False,8,6,False,16,6,False,31
20100829_1312_HARP146_NOAA11102,2010-08-29 13:12:00,146,2010,0,True,146,4,True,4,8,True,8,16,True,16,31,True,31
20100829_1348_HARP145_NOAA11101,2010-08-29 13:48:00,145,2010,0,True,145,4,True,4,8,True,8,16,True,16,19,False,31
20100829_1412_HARP147_NOAA11104,2010-08-29 14:12:00,147,2010,0,True,147,4,True,4,7,False,8,7,False,16,7,False,31
20100829_1448_HARP146_NOAA11102,2010-08-29 14:48:00,146,2010,0,True,146,4,True,4,8,True,8,16,True,16,31,True,31
20100829_1524_HARP145_NOAA11101,2010-08-29 15:24:00,145,2010,0,True,145,4,True,4,8,True,8,16,True,16,20,False,31
20100829_1548_HARP147_NOAA11104,2010-08-29 15:48:00,147,2010,0,True,147,4,True,4,8,True,8,8,False,16,8,False,31
20100829_1624_HARP146_NOAA11102,2010-08-29 16:24:00,146,2010,0,True,146,4,True,4,8,True,8,16,True,16,31,True,31
20100829_1700_HARP145_NOAA11101,2010-08-29 17:00:00,145,2010,0,True,145,4,True,4,8,True,8,16,True,16,21,False,31
20100829_1724_HARP147_NOAA11104,2010-08-29 17:24:00,147,2010,0,True,147,4,True,4,8,True,8,9,False,16,9,False,31
